playlist_id,track_id
619,16165
619,17363
619,3655
625,8422
625,4710
625,14226
625,8347
625,5008
625,19929
625,2417
625,10437
625,13426
625,9982
625,13592
625,11268
625,3498
625,12708
625,19056
625,6409
625,8658
625,19059
625,6529
625,16756
625,6577
625,13531
625,15265
631,19089
631,10924
631,15915
631,3150
631,11190
631,7435
631,16771
631,14837
631,7451
631,8620
631,7
631,10113
631,9793
636,19205
636,11654
636,3413
636,18289
636,10410
636,6861
636,19654
636,7323
636,14142
636,15312
636,9060
636,3212
636,4255
636,13358
636,14679
636,2392
636,9961
636,13391
636,15241
636,4474
636,12295
642,19122
642,8956
642,5685
642,10013
642,15669
642,14395
642,16998
642,5928
642,5611
642,3011
642,3932
642,8690
642,6556
642,10112
642,17701
646,20268
646,17203
646,15428
646,5031
646,12279
646,7394
646,315
646,13123
646,18729
646,15771
646,4422
646,3279
646,1014
646,15204
646,20167
646,18418
646,18074
646,1231
683,13465
683,20433
683,13622
683,7350
683,19838
683,12196
683,20500
683,16574
683,16663
683,10850
683,10438
683,6140
683,19008
683,18627
704,20172
704,8491
704,19889
704,6109
704,2919
704,868
704,10848
704,3514
709,6137
709,19825
709,15704
709,17081
709,663
709,4672
709,19969
709,16398
709,2551
719,11895
719,14267
719,401
719,1886
719,3971
719,9233
719,4130
719,14203
719,5228
721,18649
721,4303
721,18825
721,1746
721,13205
721,2705
721,8681
721,5805
721,20394
721,3606
721,3090
721,13145
721,4480
721,12591
721,3333
721,19422
721,9306
721,20037
721,14219
721,16612
724,13734
724,1012
724,1056
724,5008
724,7750
724,2464
724,16770
724,9843
724,12103
724,16951
724,14751
724,11774
731,660
731,12162
731,10269
731,3650
731,12639
731,7163
731,19466
731,956
731,14178
731,4720
731,2336
731,9738
731,9669
737,2968
737,15108
737,8640
737,2922
737,4768
737,16459
737,4914
737,9396
737,14128
744,10640
744,2036
744,19254
744,17657
744,4954
744,20016
744,6533
744,15603
744,7989
744,13895
744,5695
744,7868
744,3767
744,1947
744,6405
744,13202
744,16764
744,1096
744,14820
744,17874
744,3551
744,7163
744,3698
744,13983
746,8764
746,17740
746,16727
746,3237
746,17506
746,4808
746,14872
746,15341
746,73
746,18293
746,1300
746,19648
746,13819
746,17026
746,4880
746,3554
746,1365
746,4447
746,4952
746,2274
746,1060
746,8892
746,13670
746,8709
774,17515
774,9752
774,20065
774,15284
774,17063
774,4687
774,9518
774,13927
774,19385
774,17402
774,15866
774,2081
924,19662
924,19385
924,12278
924,18672
924,11091
924,19055
924,14837
924,12104
924,3397
924,18617
924,20515
924,1620
924,17086
927,18010
927,3944
927,15263
927,15537
927,16404
927,6237
927,12277
927,11025
927,5379
927,19152
927,20488
927,19058
927,11289
927,3395
927,11018
927,19048
927,19556
927,17363
927,520
949,20263
949,18397
949,8047
949,5905
949,14758
949,16460
949,12563
949,14842
949,5641
949,18266
949,9873
949,1940
949,8229
957,10120
957,12400
957,4957
957,3498
957,5090
957,7822
957,19887
957,10554
957,19929
957,16354
957,20124
957,19406
957,7491
957,20271
957,9795
957,19485
957,17554
988,18902
988,3511
988,7467
988,7611
988,13487
988,8173
988,6286
988,17153
988,15602
988,4543
988,15616
988,19814
988,2682
988,9571
988,7260
988,1789
994,7133
994,6113
994,1813
994,11478
994,19850
994,5540
994,17357
1016,14134
1016,3412
1016,12769
1016,15843
1016,13595
1016,12071
1016,3600
1016,6287
1016,5983
1016,11027
1016,7187
1016,18290
1016,15935
1016,17587
1016,18091
1016,1487
1016,2730
1016,5186
1016,3001
1016,797
1016,3477
1021,13560
1021,17748
1021,11286
1021,14860
1021,18200
1021,12876
1021,16246
1021,14006
1021,2849
1021,15667
1021,1640
1021,10606
1021,903
1021,18126
1021,6580
1021,11239
1021,18876
1021,2348
1021,5994
1021,5376
1046,7760
1046,4839
1046,17138
1046,6140
1046,4965
1046,1537
1046,7765
1046,13465
1046,14466
1046,699
1046,15053
1046,14407
1046,11468
1046,456
1057,5932
1057,17247
1057,6442
1057,4467
1057,14840
1057,18186
1057,11568
1057,9689
1057,15036
1057,7947
1057,8514
1057,8721
1057,2641
1057,18466
1057,19355
1057,12030
1057,404
1057,11229
1065,12488
1065,15564
1065,8064
1065,4910
1065,12064
1065,18320
1065,4986
1065,10654
1065,752
1065,5551
1065,16749
1065,10591
1065,6332
1065,5425
1065,11212
1065,7804
1065,12607
1065,7578
1065,4949
1065,12086
1065,19926
1065,17859
1065,17452
1065,46
1092,19355
1092,4745
1092,16583
1092,830
1092,15036
1092,387
1092,9477
1092,3799
1092,19606
1092,7100
1092,16100
1092,5679
1092,4212
1092,9211
1092,19075
1092,5147
1092,5023
1092,4928
1092,10691
1092,16705
1092,5301
1099,4514
1099,5606
1099,7506
1099,16494
1099,14826
1099,3830
1099,5141
1099,8539
1099,11648
1099,11664
1099,15498
1099,16650
1099,7852
1099,8112
1099,394
1099,1953
1099,178
1099,8213
1099,10977
1099,2665
1099,4839
1099,1489
1099,2988
1099,19602
1099,797
1103,8286
1103,6364
1103,1246
1103,6823
1103,15466
1103,9903
1103,2980
1103,2134
1103,15942
1103,6971
1103,7224
1103,1290
1103,8643
1103,15542
1103,16673
1103,19779
1103,13626
1108,6
1108,865
1108,11654
1108,13100
1108,14679
1108,9961
1108,3212
1108,15335
1108,7323
1115,13046
1115,10617
1115,5323
1115,8658
1115,11687
1115,20578
1115,15775
1115,5510
1115,402
1115,18455
1115,11306
1115,7556
1115,7636
1115,5412
1115,4622
1115,15431
1115,19926
1115,2133
1115,12910
1115,15916
1115,9346
1115,1187
1115,19263
1115,7224
1120,17928
1120,15532
1120,9175
1120,20262
1120,18066
1120,11088
1120,149
1120,7134
1120,7539
1120,2638
1120,5540
1120,19850
1120,15022
1120,18443
1120,12919
1120,235
1120,2561
1129,16130
1129,15485
1129,12584
1129,18327
1129,2719
1129,14558
1129,12592
1129,4298
1129,19476
1129,5527
1129,13529
1129,10740
1129,2317
1129,5541
1129,3641
1129,15851
1129,7066
1129,4072
1129,14718
1129,13276
1129,1014
1129,13004
1129,858
1129,8534
1147,3919
1147,16861
1147,14905
1147,8823
1147,909
1147,3413
1147,2186
1147,18057
1147,10926
1147,19205
1147,20121
1147,597
1147,10657
1147,2586
1147,6456
1147,8406
1147,13098
1147,6182
1147,9062
1147,15633
1147,14559
1163,1701
1163,18275
1163,19340
1163,1322
1163,12907
1163,12623
1163,6408
1163,18940
1163,9003
1163,73
1163,16521
1163,17946
1174,3248
1174,11463
1174,4149
1174,1003
1174,14135
1174,16704
1174,2960
1174,491
1174,18322
1174,11316
1174,18802
1174,12445
1174,19739
1174,20106
1174,18227
1174,10105
1174,3785
1174,11848
1174,16524
1174,2369
1174,19045
1174,6233
1174,16365
1174,15470
1174,10214
1254,9941
1254,5606
1254,4113
1254,9394
1254,15713
1254,4965
1254,16820
1254,13006
1254,2970
1254,3431
1254,19429
1285,17019
1285,13212
1285,8872
1285,2153
1285,12991
1285,7652
1285,2581
1285,16433
1285,13402
1285,967
1285,15985
1285,3799
1285,19075
1285,9477
1285,4695
1285,16385
1285,11425
1285,5973
1319,9929
1319,14356
1319,5728
1319,1846
1319,18615
1319,10233
1319,19075
1319,11476
1319,9644
1319,3361
1346,6460
1346,20626
1346,15057
1346,18464
1346,11163
1346,10540
1346,2770
1346,8656
1346,6695
1346,7260
1346,3600
1346,317
1346,371
1350,1960
1350,18425
1350,5260
1350,13973
1350,209
1350,12712
1350,10630
1350,10442
1350,7865
1350,19973
1350,13351
1350,7962
1350,13056
1350,18154
1350,12228
1350,2177
1350,3390
1350,12868
1350,9289
1350,15098
1350,3285
1350,16732
1350,7558
1350,18556
1350,14262
1353,8030
1353,20631
1353,4393
1353,12594
1353,176
1353,18728
1353,3964
1353,18649
1353,1534
1353,14994
1353,9333
1353,20334
1353,5249
1353,7619
1353,360
1353,2971
1353,5755
1353,15670
1353,7855
1353,1746
1353,10948
1353,9394
1353,5763
1353,8481
1353,8266
1363,4747
1363,19254
1363,18967
1363,5751
1363,20365
1363,20561
1363,1149
1363,3422
1363,3510
1363,11369
1363,14017
1363,1248
1363,6593
1371,19274
1371,14463
1371,17869
1371,15935
1371,6287
1371,17200
1371,10786
1371,11886
1371,8169
1371,9681
1371,9281
1371,3001
1371,1698
1371,8356
1371,15750
1371,5864
1371,7187
1371,18995
1371,4743
1371,7645
1371,277
1371,6533
1371,5968
1371,9623
1379,3077
1379,9007
1379,9172
1379,2090
1379,17247
1379,9392
1379,6498
1379,14604
1379,6899
1379,6435
1379,7430
1379,9557
1379,19284
1383,5739
1383,6985
1383,20624
1383,10759
1383,13592
1383,4839
1383,10913
1383,8300
1383,19771
1390,10672
1390,12075
1390,405
1390,19688
1390,4029
1390,2272
1390,8288
1390,2627
1390,9323
1390,5668
1390,6736
1390,19751
1390,13345
1390,2264
1390,1641
1390,4148
1390,1687
1390,11313
1390,20445
1390,13371
1398,5084
1398,17390
1398,3968
1398,9429
1398,17273
1398,19199
1398,11241
1398,9508
1398,9145
1398,4753
1415,12597
1415,8488
1415,1635
1415,3460
1415,20141
1415,16230
1415,19645
1415,381
1415,6522
1415,15309
1415,4824
1415,7729
1415,5725
1415,7111
1415,1393
1417,6346
1417,15548
1417,14484
1417,10606
1417,18376
1417,11286
1417,4674
1417,1528
1417,5808
1417,15066
1417,17836
1417,5322
1417,14831
1417,1246
1417,6720
1417,13845
1417,1917
1417,15255
1454,8519
1454,16992
1454,10468
1454,6732
1454,6220
1454,20474
1454,10921
1454,10977
1454,2132
1454,14509
1454,5023
1454,6433
1454,8437
1454,19075
1456,20056
1456,13297
1456,3856
1456,17494
1456,16797
1456,5656
1456,17996
1456,3381
1456,5620
1456,7272
1463,18628
1463,15335
1463,12173
1463,5878
1463,16585
1463,9168
1463,11654
1463,1052
1463,1444
1463,5888
1463,20121
1463,3919
1463,18026
1463,15312
1463,6
1481,15781
1481,1133
1481,9457
1481,8324
1481,7573
1481,7301
1481,16866
1481,3606
1481,15090
1481,18421
1481,10848
1481,17276
1481,5572
1481,14008
1481,16663
1481,19770
1481,9259
1481,19466
1481,13622
1481,2006
1481,19075
1481,9477
1481,5679
1481,19008
1481,4248
1519,13368
1519,1714
1519,4058
1519,19431
1519,2151
1519,7970
1519,20216
1519,13959
1519,19950
1519,1393
1519,15499
1519,2617
1519,13123
1519,16406
1519,6933
1519,9346
1519,14277
1519,18241
1519,15744
1519,5382
1519,1746
1519,18425
1519,16289
1524,4901
1524,20624
1524,5048
1524,19224
1524,4321
1524,20551
1524,3129
1524,512
1524,12316
1524,18312
1524,6168
1524,2368
1524,12129
1524,2090
1524,17657
1524,1951
1534,10926
1534,20121
1534,2186
1534,6197
1534,3919
1534,18057
1534,16861
1542,3268
1542,412
1542,8656
1542,17379
1542,20607
1542,2770
1542,12952
1542,3088
1542,2040
1542,9507
1542,11390
1542,17353
1554,13740
1554,3830
1554,14321
1554,2270
1554,13439
1554,11673
1554,16502
1554,10474
1554,19889
1554,10848
1554,12510
1554,2579
1554,19950
1554,3804
1554,3976
1554,2243
1554,3632
1560,2026
1560,3725
1560,5609
1560,12173
1560,6
1560,12295
1560,9060
1560,12226
1560,3212
1560,10825
1560,845
1560,10350
1588,1949
1588,17512
1588,10801
1588,2886
1588,5660
1588,18490
1588,15905
1588,10323
1588,2727
1590,4231
1590,1927
1590,2251
1590,3452
1590,11989
1590,16507
1590,5907
1590,15526
1590,9405
1590,19158
1590,5783
1590,13209
1590,5145
1590,6323
1590,15359
1590,7414
1601,16494
1601,10251
1601,4949
1601,10024
1601,1189
1601,3976
1601,14277
1601,17652
1601,11878
1601,8195
1601,16971
1601,3234
1601,10414
1601,19164
1601,3559
1601,17707
1601,8439
1601,15053
1637,18093
1637,17946
1637,19789
1637,19561
1637,18156
1637,14243
1637,13401
1637,9003
1637,16521
1637,2508
1637,8964
1637,6408
1637,12623
1637,10666
1637,19676
1637,1179
1637,16591
1637,16845
1637,16067
1637,8408
1637,3161
1637,13126
1637,2964
1637,5750
1639,10233
1639,16355
1639,6776
1639,17415
1639,1094
1639,20207
1639,12818
1639,14528
1639,15021
1639,3473
1639,10470
1639,18062
1639,11273
1639,13946
1639,5954
1639,16894
1639,8951
1639,19363
1661,15640
1661,2644
1661,1199
1661,4779
1661,20316
1661,14796
1661,10438
1661,1866
1661,8894
1661,10636
1661,10708
1661,280
1661,10596
1661,8796
1661,296
1661,1626
1661,8063
1661,10022
1673,18830
1673,4184
1673,16457
1673,8539
1673,4865
1673,8169
1673,14037
1673,11759
1673,7294
1673,17504
1673,16114
1673,2264
1673,2401
1673,19589
1673,4058
1673,1687
1673,10878
1673,14134
1673,16518
1673,4148
1673,20415
1673,1373
1673,7499
1679,3327
1679,7696
1679,12961
1679,14616
1679,1078
1679,13431
1679,7767
1679,18491
1679,16255
1679,4013
1682,13129
1682,10074
1682,4954
1682,11803
1682,20066
1682,19991
1682,3669
1682,9984
1682,15916
1682,7085
1682,17524
1682,12612
1682,18726
1682,6672
1682,17114
1692,11269
1692,16205
1692,5722
1692,2581
1692,9681
1692,19033
1692,10089
1692,18726
1692,11621
1692,4369
1692,20163
1692,8507
1701,16556
1701,715
1701,2972
1701,13852
1701,17604
1701,15726
1701,2274
1701,7935
1701,17066
1701,7611
1701,11896
1701,6924
1701,4548
1701,10901
1701,5761
1701,397
1701,1849
1701,13571
1701,14947
1701,13708
1701,13435
1712,9956
1712,18474
1712,2171
1712,14663
1712,15907
1712,2367
1712,15877
1712,16065
1712,583
1712,13990
1712,7060
1712,595
1712,11255
1712,16471
1712,6590
1712,12129
1712,2655
1713,13368
1713,17034
1713,10041
1713,19386
1713,8714
1713,14982
1713,3499
1713,17631
1713,11377
1729,508
1729,2980
1729,15185
1729,15893
1729,20004
1729,4954
1729,17114
1729,4301
1729,9346
1729,19823
1729,15775
1729,817
1729,12766
1729,6672
1729,9383
1729,11157
1729,17211
1729,19991
1729,13784
1729,14615
1729,20372
1729,2134
1729,6606
1731,2638
1731,12265
1731,2680
1731,1385
1731,4977
1731,3377
1731,17102
1731,6113
1731,7133
1731,20262
1731,6564
1731,19850
1731,14313
1731,11211
1731,12919
1742,6932
1742,1111
1742,19047
1742,1189
1742,14732
1742,12925
1742,10711
1742,9690
1742,14635
1742,8134
1742,13642
1742,5621
1742,4153
1742,8019
1747,13269
1747,13472
1747,1928
1747,1897
1747,18606
1747,9604
1747,6564
1747,1329
1747,5196
1747,2591
1747,4977
1747,1821
1747,12628
1807,6444
1807,4355
1807,10848
1807,12510
1807,19254
1807,425
1807,8345
1807,14008
1807,1591
1807,13029
1807,2272
1807,20169
1807,10269
1807,15474
1807,20172
1807,6103
1807,411
1807,637
1807,1427
1807,18096
1807,13094
1807,13066
1807,2873
1807,10743
1807,20263
1814,8129
1814,15232
1814,11286
1814,1246
1814,2099
1814,18476
1814,1777
1814,5700
1814,9770
1814,16664
1814,2915
1814,1640
1814,4443
1814,16412
1820,18068
1820,13295
1820,18067
1820,8996
1820,1500
1820,17116
1820,7197
1820,9017
1820,18249
1820,20281
1820,5481
1820,1190
1820,12487
1820,13247
1820,14562
1820,17910
1820,1898
1820,10005
1820,13469
1820,8445
1820,9760
1820,17504
1820,16255
1820,4023
1820,3301
1852,5020
1852,18262
1852,11271
1852,4495
1852,10209
1852,12044
1852,4545
1852,7556
1852,18059
1852,10930
1852,2133
1852,10691
1852,15929
1852,12426
1852,5742
1852,4998
1852,5314
1852,17214
1852,18490
1852,19929
1852,1489
1852,2566
1852,19824
1880,8383
1880,5180
1880,5765
1880,14156
1880,3731
1880,10443
1880,645
1880,19489
1880,1930
1880,2171
1880,7903
1880,14688
1880,11896
1880,17942
1880,1590
1880,8107
1880,11363
1880,18774
1880,7404
1880,702
1880,14859
1880,16517
1881,8872
1881,12991
1881,8849
1881,17019
1881,7652
1881,2153
1881,13212
1885,20048
1885,17707
1885,16866
1885,7545
1885,15661
1885,11357
1885,5100
1885,14249
1885,6821
1885,13688
1885,9463
1885,1919
1885,14160
1885,9550
1885,5097
1885,6814
1885,10019
1885,3238
1885,1111
1885,19688
1885,5206
1885,3606
1916,15459
1916,8931
1916,4084
1916,17200
1916,14288
1916,9361
1916,20187
1916,16410
1927,5658
1927,2276
1927,19576
1927,19812
1927,7060
1927,12010
1927,6590
1927,8622
1927,12393
1927,9513
1927,18440
1927,20375
1927,9986
1927,19317
1927,2970
1927,10502
1927,3431
1927,80
1963,10264
1963,360
1963,13237
1963,18381
1963,2412
1963,13656
1963,7538
1963,18728
1963,4186
1963,10013
1963,19962
1963,5611
1963,19122
1963,4511
1963,14959
1963,15767
1963,12599
1963,13988
1963,14591
1963,20226
1963,9503
1963,15578
1963,8573
1963,19422
1963,11119
1967,20446
1967,7420
1967,13173
1967,4338
1967,17767
1967,19984
1967,4219
1967,7508
1967,6591
1967,6259
1967,14878
1967,13288
1967,17530
1967,12500
1967,17657
1967,17714
1967,1205
1967,2391
1978,12173
1978,2212
1978,5887
1978,18289
1978,15241
1978,11654
1978,19082
1978,16861
1978,10036
1986,14940
1986,19046
1986,17406
1986,16557
1986,13129
1986,6498
1986,13779
1986,3943
1986,13005
1986,13908
1986,15442
1986,10308
1986,13178
1986,13844
1986,4144
1986,607
1986,14571
1986,12715
1986,308
1986,6377
1986,18726
2015,9163
2015,394
2015,10493
2015,16465
2015,2980
2015,405
2015,18743
2015,14931
2015,15592
2015,14659
2042,8304
2042,660
2042,7153
2042,14247
2042,17813
2042,5606
2042,3606
2042,20023
2042,5612
2042,1063
2042,1719
2042,5300
2042,280
2042,8690
2042,7925
2042,4523
2042,751
2042,8869
2042,17086
2042,12169
2042,1969
2080,1677
2080,19431
2080,10420
2080,8843
2080,15173
2080,5307
2080,9669
2080,17292
2080,7798
2080,1489
2080,12284
2080,5451
2080,772
2080,6297
2080,16270
2080,15591
2080,5551
2080,402
2080,14322
2080,6364
2080,15245
2080,551
2080,16832
2080,2229
2125,280
2125,4466
2125,5137
2125,7153
2125,5047
2125,6557
2125,12620
2125,3835
2125,16973
2125,4745
2125,16100
2125,17902
2125,2306
2125,11810
2125,4923
2125,16315
2125,4458
2142,12827
2142,5786
2142,463
2142,6591
2142,14965
2142,6045
2142,14016
2142,12119
2142,5630
2142,1242
2142,12679
2142,17355
2142,16663
2174,11943
2174,5300
2174,5606
2174,12510
2174,4910
2174,10711
2174,18412
2174,3461
2174,7506
2174,19982
2174,12594
2174,20048
2174,8767
2174,10269
2174,19718
2174,11961
2174,20172
2174,648
2174,10848
2174,8491
2174,2997
2174,9255
2174,4288
2185,5654
2185,19352
2185,1830
2185,5778
2185,14950
2185,793
2185,6367
2185,16697
2185,20254
2185,5252
2185,4526
2185,5674
2185,15864
2185,18547
2185,1041
2185,20371
2229,19912
2229,2158
2229,11366
2229,14758
2229,14591
2229,2439
2229,11490
2229,13139
2229,10112
2229,4000
2229,17926
2229,14998
2229,18728
2229,1398
2229,17538
2229,10391
2229,15209
2229,13440
2229,3055
2229,7059
2229,14422
2229,1260
2246,1056
2246,4060
2246,4496
2246,3122
2246,11976
2246,15578
2246,13251
2246,7744
2246,3381
2246,6444
2246,12789
2246,6892
2246,4998
2246,10496
2246,12990
2246,624
2246,17657
2246,7889
2246,4003
2246,18617
2246,9696
2246,17423
2251,5481
2251,2889
2251,14919
2251,8483
2251,17910
2251,11742
2251,13730
2251,4618
2251,1500
2251,6448
2251,9037
2251,16949
2251,9229
2251,13185
2251,5817
2251,9054
2251,20281
2251,10208
2251,13336
2251,1548
2251,16457
2251,13300
2251,4771
2251,5857
2261,17281
2261,16970
2261,13810
2261,15137
2261,10438
2261,10850
2261,5576
2261,5534
2261,9180
2261,7450
2261,4720
2280,3698
2280,4954
2280,8627
2280,15466
2280,15617
2280,19779
2280,5064
2280,9984
2280,11579
2280,17867
2280,14716
2280,4144
2280,19046
2280,9491
2280,13129
2280,9913
2280,13915
2280,17923
2280,2133
2280,477
2280,8658
2280,10602
2292,7134
2292,10019
2292,45
2292,18146
2292,6113
2292,149
2292,2638
2292,19850
2292,11478
2292,7133
2292,17357
2292,17992
2292,18443
2292,20376
2292,4881
2292,4435
2292,16288
2292,5287
2292,10648
2306,14661
2306,13272
2306,9295
2306,13990
2306,2367
2306,16626
2306,5047
2306,725
2306,1063
2306,1373
2306,868
2306,2272
2306,5978
2306,17334
2306,15413
2306,3644
2306,7312
2306,2752
2307,15935
2307,10137
2307,2122
2307,16398
2307,14572
2307,17062
2307,1698
2307,6672
2307,4818
2307,12156
2307,10474
2307,14322
2307,8235
2307,10748
2307,19824
2307,19339
2307,4493
2307,17463
2307,7224
2307,3424
2307,19873
2307,18556
2312,4747
2312,8356
2312,15341
2312,11615
2312,16727
2312,71
2312,7256
2312,6343
2358,5906
2358,11013
2358,19071
2358,16905
2358,12882
2358,19485
2358,3748
2358,19550
2358,19192
2358,17494
2358,2144
2358,2423
2358,308
2358,1489
2358,15431
2358,13251
2363,17819
2363,523
2363,11543
2363,17873
2363,740
2363,9232
2363,11961
2363,9224
2363,11106
2363,19863
2364,6661
2364,3729
2364,19704
2364,5978
2364,8229
2364,4460
2364,17432
2364,14395
2364,5870
2364,19177
2364,18969
2364,192
2364,9356
2364,7647
2364,6103
2364,14219
2364,3460
2364,381
2371,5404
2371,3047
2371,4144
2371,10591
2371,18231
2371,2090
2371,19382
2371,12227
2371,17398
2371,6370
2371,10351
2371,18311
2371,11157
2371,20135
2371,14659
2371,6971
2371,12996
2371,151
2371,2144
2371,5722
2371,14834
2371,14358
2371,7205
2375,15877
2375,5571
2375,1234
2375,11618
2375,6556
2375,6524
2375,15017
2375,13980
2375,10264
2375,13237
2375,1770
2375,15907
2375,11896
2375,16471
2375,13344
2375,13988
2375,1534
2375,4210
2375,7198
2375,15570
2375,11432
2375,3964
2375,14219
2375,12700
2375,3025
2416,4514
2416,10251
2416,20163
2416,9352
2416,3691
2416,6823
